,id,Film,winning,winning_year,title,genres,year,countries,cast,business,vote details,rating,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,males,females,aged under 18,males under 18,females under 18,aged 18-29,males aged 18-29,females aged 18-29,aged 30-44,males aged 30-44,females aged 30-44,aged 45+,males aged 45+,females aged 45+,imdb staff,top 1000 voters,us users,non-us users,IMDb users,cast0,cast1,cast2,cast3
10,10,Disraeli,0,1930,"""Disraeli""","[""Biography"", ""Drama"", ""History""]",1929,"[""USA""]",,"{""copyright holder"": [""Copyright MCMXXIX - Warner Bros. Pictures, Inc. (on print); Warner Bros. Pictures, Inc.; 8 October 1929; LP756 (in copyright registry)""], ""charts & trends"": [""Box Office"", ""Oscar Winners"", ""Most Popular by Genre""], ""photos"": [""Latest Stills"", ""Latest Posters"", ""Photos We Love""], ""get discovered"": [""Enhance your IMDb Page"", ""Go to IMDbPro""], ""celebs"": [""Born Today"", ""Celebrity News"", ""Most Popular Celebs""], ""activity"": [""Your Activity"", ""Your Lists"", ""Your Ratings"", ""Recently Viewed""], ""get informed"": [""Industry information at your fingertips""], ""community"": [""Message Boards"", ""Contributor Zone"", ""Polls""], ""movies"": [""In Theaters"", ""Showtimes & Tickets"", ""Latest Trailers"", ""Coming Soon"", ""Release Calendar"", ""Top Rated Movies"", ""Most Popular Movies""], ""get connected"": [""Over 200,000 Hollywood insiders""], ""tv & video"": [""TV Picks"", ""On Tonight"", ""Top Rated TV Shows"", ""Most Popular TV Shows"", ""Watch Now on Amazon"", ""DVD & Blu-Ray""], ""news"": [""Top News"", ""Movie News"", ""TV News"", ""Celebrity News"", ""Indie News""], ""special features"": [""X-Ray for Movies & TV"", ""IMDb Picks"", ""Best of 2015"", ""Scary Good"", ""Amazon Studios""], ""events"": [""Awards Central"", ""Sundance"", ""Cannes"", ""Comic-Con"", ""Emmy Awards"", ""Venice Film Festival"", ""Toronto Film Festival"", ""Festival Central"", ""Tribeca"", ""All Events""], ""latest headlines"": [""\u2018Suicide Squad\u2019 On Edge Of $200M Int\u2019l As It Pushes To $370.6M Global"", ""13 hours ago"", ""Thomas Gibson Exits \u2018Criminal Minds\u2019 After On-Set Altercation"", ""17 hours ago"", ""Box Office: \u2018Sausage Party\u2019 Feasts on $3.3 Million on Thursday Night"", ""20 hours ago""]}",,6.4,12,7,21,31,96,165,200,109,41,39,"(472, 6.4)","(76, 6.7)","(1, 5.0)",,"(1, 5.0)","(55, 6.5)","(47, 6.5)","(8, 6.4)","(196, 6.1)","(168, 6.1)","(26, 6.1)","(296, 6.7)","(252, 6.6)","(40, 7.2)",,"(107, 6.1)","(379, 6.5)","(160, 6.3)",,"(""George Arliss"":""male"")","(""Doris Lloyd"":""female"")","(""David Torrence"":""male"")","(""Joan Bennett"":""female"")"
11,11,The Divorcee,0,1930,"""The Divorcee""","[""Romance"", ""Drama""]",1930,"[""USA""]",,"{""rentals"": [""$1,218,000 (Worldwide)""], ""copyright holder"": [""Copyright MCMXXX in U.S.A. by Metro-Goldwyn-Mayer (on print); Metro-Goldwyn-Mayer Pictures, 23 April 1930, LP1244 (in copyright registry)""], ""charts & trends"": [""Box Office"", ""Oscar Winners"", ""Most Popular by Genre""], ""photos"": [""Latest Stills"", ""Latest Posters"", ""Photos We Love""], ""get discovered"": [""Enhance your IMDb Page"", ""Go to IMDbPro""], ""celebs"": [""Born Today"", ""Celebrity News"", ""Most Popular Celebs""], ""activity"": [""Your Activity"", ""Your Lists"", ""Your Ratings"", ""Recently Viewed""], ""get informed"": [""Industry information at your fingertips""], ""budget"": [""$340,691 (estimated)""], ""community"": [""Message Boards"", ""Contributor Zone"", ""Polls""], ""movies"": [""In Theaters"", ""Showtimes & Tickets"", ""Latest Trailers"", ""Coming Soon"", ""Release Calendar"", ""Top Rated Movies"", ""Most Popular Movies""], ""get connected"": [""Over 200,000 Hollywood insiders""], ""tv & video"": [""TV Picks"", ""On Tonight"", ""Top Rated TV Shows"", ""Most Popular TV Shows"", ""Watch Now on Amazon"", ""DVD & Blu-Ray""], ""news"": [""Top News"", ""Movie News"", ""TV News"", ""Celebrity News"", ""Indie News""], ""special features"": [""X-Ray for Movies & TV"", ""IMDb Picks"", ""Best of 2015"", ""Scary Good"", ""Amazon Studios""], ""events"": [""Awards Central"", ""Sundance"", ""Cannes"", ""Comic-Con"", ""Emmy Awards"", ""Venice Film Festival"", ""Toronto Film Festival"", ""Festival Central"", ""Tribeca"", ""All Events""], ""latest headlines"": [""\u2018Suicide Squad\u2019 On Edge Of $200M Int\u2019l As It Pushes To $370.6M Global"", ""13 hours ago"", ""Thomas Gibson Exits \u2018Criminal Minds\u2019 After On-Set Altercation"", ""17 hours ago"", ""Box Office: \u2018Sausage Party\u2019 Feasts on $3.3 Million on Thursday Night"", ""20 hours ago""]}",,6.8,14,16,30,48,177,361,609,344,146,156,"(1124, 6.8)","(407, 7.1)","(4, 8.0)","(1, 6.0)","(3, 8.7)","(250, 7.0)","(152, 7.1)","(95, 6.9)","(546, 6.8)","(387, 6.7)","(151, 7.3)","(711, 6.8)","(559, 6.7)","(146, 7.1)","(1, 7.0)","(178, 6.4)","(1014, 6.9)","(470, 6.7)",,"(""Norma Shearer"":""female"")","(""Chester Morris"":""male"")","(""Conrad Nagel"":""male"")","(""Robert Montgomery"":""male"")"
12,12,The Love Parade,0,1930,"""The Love Parade""","[""Comedy"", ""Musical"", ""Romance""]",1929,"[""USA""]",,"{""copyright holder"": [""Paramount Famous Lasky Corporation (original), U.S. Copyright LP1014, 16 January 1930""], ""charts & trends"": [""Box Office"", ""Oscar Winners"", ""Most Popular by Genre""], ""photos"": [""Latest Stills"", ""Latest Posters"", ""Photos We Love""], ""get discovered"": [""Enhance your IMDb Page"", ""Go to IMDbPro""], ""celebs"": [""Born Today"", ""Celebrity News"", ""Most Popular Celebs""], ""activity"": [""Your Activity"", ""Your Lists"", ""Your Ratings"", ""Recently Viewed""], ""get informed"": [""Industry information at your fingertips""], ""budget"": [""$650,000 (estimated)""], ""community"": [""Message Boards"", ""Contributor Zone"", ""Polls""], ""movies"": [""In Theaters"", ""Showtimes & Tickets"", ""Latest Trailers"", ""Coming Soon"", ""Release Calendar"", ""Top Rated Movies"", ""Most Popular Movies""], ""get connected"": [""Over 200,000 Hollywood insiders""], ""production dates"": [""17 June 1929 - 21 July 1929""], ""tv & video"": [""TV Picks"", ""On Tonight"", ""Top Rated TV Shows"", ""Most Popular TV Shows"", ""Watch Now on Amazon"", ""DVD & Blu-Ray""], ""news"": [""Top News"", ""Movie News"", ""TV News"", ""Celebrity News"", ""Indie News""], ""special features"": [""X-Ray for Movies & TV"", ""IMDb Picks"", ""Best of 2015"", ""Scary Good"", ""Amazon Studios""], ""events"": [""Awards Central"", ""Sundance"", ""Cannes"", ""Comic-Con"", ""Emmy Awards"", ""Venice Film Festival"", ""Toronto Film Festival"", ""Festival Central"", ""Tribeca"", ""All Events""], ""latest headlines"": [""\u2018Suicide Squad\u2019 On Edge Of $200M Int\u2019l As It Pushes To $370.6M Global"", ""13 hours ago"", ""Thomas Gibson Exits \u2018Criminal Minds\u2019 After On-Set Altercation"", ""17 hours ago"", ""Box Office: \u2018Sausage Party\u2019 Feasts on $3.3 Million on Thursday Night"", ""20 hours ago""]}",,7.2,6,18,24,37,70,225,385,341,131,141,"(991, 7.2)","(196, 7.2)","(3, 7.3)",,"(3, 7.3)","(212, 7.3)","(162, 7.4)","(49, 7.3)","(501, 7.2)","(416, 7.2)","(76, 7.0)","(466, 7.3)","(396, 7.2)","(64, 7.4)",,"(156, 6.4)","(640, 7.3)","(505, 7.1)",,"(""Maurice Chevalier"":""male"")","(""Jeanette MacDonald"":""female"")","(""Lupino Lane"":""male"")","(""Lillian Roth"":""female"")"
13,13,Cimarron,1,1931,"""Cimarron""","[""Drama"", ""Western""]",1931,"[""USA""]",,"{""copyright holder"": [""RKO Radio Pictures, Inc.; 31 December 1930; LP1930 (in copyright registry)""], ""charts & trends"": [""Box Office"", ""Oscar Winners"", ""Most Popular by Genre""], ""photos"": [""Latest Stills"", ""Latest Posters"", ""Photos We Love""], ""get discovered"": [""Enhance your IMDb Page"", ""Go to IMDbPro""], ""filming dates"": [""27 August 1930 - 22 November 1930 (retakes: 18 November 1930 - 3 December 1930)""], ""celebs"": [""Born Today"", ""Celebrity News"", ""Most Popular Celebs""], ""activity"": [""Your Activity"", ""Your Lists"", ""Your Ratings"", ""Recently Viewed""], ""get informed"": [""Industry information at your fingertips""], ""budget"": [""$1,433,000 (estimated)""], ""community"": [""Message Boards"", ""Contributor Zone"", ""Polls""], ""movies"": [""In Theaters"", ""Showtimes & Tickets"", ""Latest Trailers"", ""Coming Soon"", ""Release Calendar"", ""Top Rated Movies"", ""Most Popular Movies""], ""get connected"": [""Over 200,000 Hollywood insiders""], ""production dates"": [""1930""], ""tv & video"": [""TV Picks"", ""On Tonight"", ""Top Rated TV Shows"", ""Most Popular TV Shows"", ""Watch Now on Amazon"", ""DVD & Blu-Ray""], ""news"": [""Top News"", ""Movie News"", ""TV News"", ""Celebrity News"", ""Indie News""], ""special features"": [""X-Ray for Movies & TV"", ""IMDb Picks"", ""Best of 2015"", ""Scary Good"", ""Amazon Studios""], ""events"": [""Awards Central"", ""Sundance"", ""Cannes"", ""Comic-Con"", ""Emmy Awards"", ""Venice Film Festival"", ""Toronto Film Festival"", ""Festival Central"", ""Tribeca"", ""All Events""], ""latest headlines"": [""\u2018Suicide Squad\u2019 On Edge Of $200M Int\u2019l As It Pushes To $370.6M Global"", ""13 hours ago"", ""Thomas Gibson Exits \u2018Criminal Minds\u2019 After On-Set Altercation"", ""17 hours ago"", ""Box Office: \u2018Sausage Party\u2019 Feasts on $3.3 Million on Thursday Night"", ""20 hours ago""]}",,6.0,106,104,175,297,544,944,786,377,133,198,"(2665, 6.0)","(375, 5.8)","(13, 5.6)","(10, 5.7)","(3, 6.0)","(743, 5.6)","(646, 5.7)","(93, 5.5)","(1253, 6.0)","(1110, 6.0)","(133, 5.9)","(1001, 6.3)","(855, 6.3)","(135, 6.0)","(1, 7.0)","(235, 5.6)","(1623, 6.0)","(1226, 6.0)",,"(""Richard Dix"":""male"")","(""Irene Dunne"":""female"")","(""Estelle Taylor"":""female"")","(""Nance O'Neil"":""female"")"
14,14,East Lynne,0,1931,"""East Lynne""","[""Drama""]",1931,"[""USA""]",,"{""charts & trends"": [""Box Office"", ""Oscar Winners"", ""Most Popular by Genre""], ""photos"": [""Latest Stills"", ""Latest Posters"", ""Photos We Love""], ""get discovered"": [""Enhance your IMDb Page"", ""Go to IMDbPro""], ""celebs"": [""Born Today"", ""Celebrity News"", ""Most Popular Celebs""], ""activity"": [""Your Activity"", ""Your Lists"", ""Your Ratings"", ""Recently Viewed""], ""get informed"": [""Industry information at your fingertips""], ""community"": [""Message Boards"", ""Contributor Zone"", ""Polls""], ""movies"": [""In Theaters"", ""Showtimes & Tickets"", ""Latest Trailers"", ""Coming Soon"", ""Release Calendar"", ""Top Rated Movies"", ""Most Popular Movies""], ""get connected"": [""Over 200,000 Hollywood insiders""], ""tv & video"": [""TV Picks"", ""On Tonight"", ""Top Rated TV Shows"", ""Most Popular TV Shows"", ""Watch Now on Amazon"", ""DVD & Blu-Ray""], ""news"": [""Top News"", ""Movie News"", ""TV News"", ""Celebrity News"", ""Indie News""], ""special features"": [""X-Ray for Movies & TV"", ""IMDb Picks"", ""Best of 2015"", ""Scary Good"", ""Amazon Studios""], ""events"": [""Awards Central"", ""Sundance"", ""Cannes"", ""Comic-Con"", ""Emmy Awards"", ""Venice Film Festival"", ""Toronto Film Festival"", ""Festival Central"", ""Tribeca"", ""All Events""], ""latest headlines"": [""\u2018Suicide Squad\u2019 On Edge Of $200M Int\u2019l As It Pushes To $370.6M Global"", ""13 hours ago"", ""Thomas Gibson Exits \u2018Criminal Minds\u2019 After On-Set Altercation"", ""17 hours ago"", ""Box Office: \u2018Sausage Party\u2019 Feasts on $3.3 Million on Thursday Night"", ""20 hours ago""]}",,7.1,1,2,1,2,5,7,26,11,4,11,"(53, 7.1)","(7, 8.6)",,,,"(7, 7.8)","(5, 7.5)","(2, 9.5)","(18, 6.4)","(17, 6.4)","(1, 9.0)","(35, 7.5)","(31, 7.3)","(4, 8.5)",,"(14, 6.1)","(43, 7.4)","(16, 6.8)",,"(""Ann Harding"":""female"")","(""Clive Brook"":""male"")","(""Conrad Nagel"":""male"")","(""Cecilia Loftus"":""female"")"
15,15,The Front Page,0,1931,"""The Front Page""","[""Comedy""]",1931,"[""USA""]",,"{""copyright holder"": [""Copyright MCMXXXI by The Caddo Company (on print); The Caddo Co., 6 April 1931, LP2188 (in copyright registry)""], ""charts & trends"": [""Box Office"", ""Oscar Winners"", ""Most Popular by Genre""], ""photos"": [""Latest Stills"", ""Latest Posters"", ""Photos We Love""], ""get discovered"": [""Enhance your IMDb Page"", ""Go to IMDbPro""], ""celebs"": [""Born Today"", ""Celebrity News"", ""Most Popular Celebs""], ""activity"": [""Your Activity"", ""Your Lists"", ""Your Ratings"", ""Recently Viewed""], ""get informed"": [""Industry information at your fingertips""], ""community"": [""Message Boards"", ""Contributor Zone"", ""Polls""], ""movies"": [""In Theaters"", ""Showtimes & Tickets"", ""Latest Trailers"", ""Coming Soon"", ""Release Calendar"", ""Top Rated Movies"", ""Most Popular Movies""], ""get connected"": [""Over 200,000 Hollywood insiders""], ""tv & video"": [""TV Picks"", ""On Tonight"", ""Top Rated TV Shows"", ""Most Popular TV Shows"", ""Watch Now on Amazon"", ""DVD & Blu-Ray""], ""news"": [""Top News"", ""Movie News"", ""TV News"", ""Celebrity News"", ""Indie News""], ""special features"": [""X-Ray for Movies & TV"", ""IMDb Picks"", ""Best of 2015"", ""Scary Good"", ""Amazon Studios""], ""events"": [""Awards Central"", ""Sundance"", ""Cannes"", ""Comic-Con"", ""Emmy Awards"", ""Venice Film Festival"", ""Toronto Film Festival"", ""Festival Central"", ""Tribeca"", ""All Events""], ""latest headlines"": [""\u2018Suicide Squad\u2019 On Edge Of $200M Int\u2019l As It Pushes To $370.6M Global"", ""13 hours ago"", ""Thomas Gibson Exits \u2018Criminal Minds\u2019 After On-Set Altercation"", ""17 hours ago"", ""Box Office: \u2018Sausage Party\u2019 Feasts on $3.3 Million on Thursday Night"", ""20 hours ago""]}",,6.9,15,18,28,47,117,238,428,285,111,110,"(934, 6.9)","(160, 6.9)","(2, 8.0)","(2, 8.0)",,"(117, 6.9)","(92, 7.0)","(25, 6.3)","(400, 6.7)","(340, 6.7)","(56, 6.6)","(563, 7.1)","(483, 7.1)","(75, 7.2)",,"(188, 6.6)","(681, 7.0)","(384, 6.8)",,"(""Adolphe Menjou"":""male"")","(""Pat O'Brien"":""male"")","(""Mary Brian"":""female"")","(""Edward Everett Horton"":""male"")"
16,16,Skippy,0,1931,"""Skippy""","[""Family"", ""Drama"", ""Comedy""]",1931,"[""USA""]",,"{""charts & trends"": [""Box Office"", ""Oscar Winners"", ""Most Popular by Genre""], ""photos"": [""Latest Stills"", ""Latest Posters"", ""Photos We Love""], ""get discovered"": [""Enhance your IMDb Page"", ""Go to IMDbPro""], ""celebs"": [""Born Today"", ""Celebrity News"", ""Most Popular Celebs""], ""activity"": [""Your Activity"", ""Your Lists"", ""Your Ratings"", ""Recently Viewed""], ""get informed"": [""Industry information at your fingertips""], ""community"": [""Message Boards"", ""Contributor Zone"", ""Polls""], ""movies"": [""In Theaters"", ""Showtimes & Tickets"", ""Latest Trailers"", ""Coming Soon"", ""Release Calendar"", ""Top Rated Movies"", ""Most Popular Movies""], ""get connected"": [""Over 200,000 Hollywood insiders""], ""tv & video"": [""TV Picks"", ""On Tonight"", ""Top Rated TV Shows"", ""Most Popular TV Shows"", ""Watch Now on Amazon"", ""DVD & Blu-Ray""], ""news"": [""Top News"", ""Movie News"", ""TV News"", ""Celebrity News"", ""Indie News""], ""special features"": [""X-Ray for Movies & TV"", ""IMDb Picks"", ""Best of 2015"", ""Scary Good"", ""Amazon Studios""], ""events"": [""Awards Central"", ""Sundance"", ""Cannes"", ""Comic-Con"", ""Emmy Awards"", ""Venice Film Festival"", ""Toronto Film Festival"", ""Festival Central"", ""Tribeca"", ""All Events""], ""latest headlines"": [""\u2018Suicide Squad\u2019 On Edge Of $200M Int\u2019l As It Pushes To $370.6M Global"", ""13 hours ago"", ""Thomas Gibson Exits \u2018Criminal Minds\u2019 After On-Set Altercation"", ""17 hours ago"", ""Box Office: \u2018Sausage Party\u2019 Feasts on $3.3 Million on Thursday Night"", ""20 hours ago""]}",,6.3,8,6,9,28,76,104,111,55,22,27,"(324, 6.3)","(51, 6.5)","(3, 7.3)","(2, 8.0)","(1, 6.0)","(67, 6.2)","(56, 6.1)","(11, 6.7)","(137, 6.2)","(121, 6.2)","(15, 6.4)","(162, 6.5)","(139, 6.5)","(23, 6.4)",,"(77, 6.2)","(257, 6.4)","(104, 6.2)",,"(""Jackie Cooper"":""male"")","(""Robert Coogan"":""male"")","(""Mitzi Green"":""female"")","(""Jackie Searl"":""male"")"
17,17,Trader Horn,0,1931,"""Trader Horn""","[""Adventure"", ""Romance""]",1931,"[""USA""]",,"{""rentals"": [""$3,395,000 (Worldwide)""], ""copyright holder"": [""Copyright MGMXXXI in U.S.A. by Metro-Goldwyn-Mayer (on print); Metro-Goldwyn-Mayer Distributing Corp.; 26 March 1931; LP2092 (in copyright registry)""], ""charts & trends"": [""Box Office"", ""Oscar Winners"", ""Most Popular by Genre""], ""photos"": [""Latest Stills"", ""Latest Posters"", ""Photos We Love""], ""get discovered"": [""Enhance your IMDb Page"", ""Go to IMDbPro""], ""celebs"": [""Born Today"", ""Celebrity News"", ""Most Popular Celebs""], ""activity"": [""Your Activity"", ""Your Lists"", ""Your Ratings"", ""Recently Viewed""], ""get informed"": [""Industry information at your fingertips""], ""budget"": [""$1,312,636 (estimated)""], ""community"": [""Message Boards"", ""Contributor Zone"", ""Polls""], ""movies"": [""In Theaters"", ""Showtimes & Tickets"", ""Latest Trailers"", ""Coming Soon"", ""Release Calendar"", ""Top Rated Movies"", ""Most Popular Movies""], ""get connected"": [""Over 200,000 Hollywood insiders""], ""production dates"": [""March 1929 -  December 1930""], ""tv & video"": [""TV Picks"", ""On Tonight"", ""Top Rated TV Shows"", ""Most Popular TV Shows"", ""Watch Now on Amazon"", ""DVD & Blu-Ray""], ""news"": [""Top News"", ""Movie News"", ""TV News"", ""Celebrity News"", ""Indie News""], ""special features"": [""X-Ray for Movies & TV"", ""IMDb Picks"", ""Best of 2015"", ""Scary Good"", ""Amazon Studios""], ""events"": [""Awards Central"", ""Sundance"", ""Cannes"", ""Comic-Con"", ""Emmy Awards"", ""Venice Film Festival"", ""Toronto Film Festival"", ""Festival Central"", ""Tribeca"", ""All Events""], ""latest headlines"": [""\u2018Suicide Squad\u2019 On Edge Of $200M Int\u2019l As It Pushes To $370.6M Global"", ""13 hours ago"", ""Thomas Gibson Exits \u2018Criminal Minds\u2019 After On-Set Altercation"", ""17 hours ago"", ""Box Office: \u2018Sausage Party\u2019 Feasts on $3.3 Million on Thursday Night"", ""20 hours ago""]}",,6.5,12,8,21,43,59,111,172,114,46,47,"(421, 6.5)","(62, 6.6)",,,,"(33, 5.8)","(27, 5.8)","(6, 5.7)","(118, 5.8)","(101, 5.8)","(15, 6.2)","(328, 6.8)","(286, 6.8)","(38, 6.9)","(1, 7.0)","(97, 6.4)","(382, 6.6)","(96, 6.1)",,"(""Harry Carey"":""male"")","(""Edwina Booth"":""female"")","(""Duncan Renaldo"":""male"")","(""Mutia Omoolu"":""male"")"
18,18,Grand Hotel,1,1932,"""Grand Hotel""","[""Drama"", ""Romance""]",1932,"[""USA""]",,"{""gross"": [""$1,235,000 (USA)"", ""$1,359,000 (Worldwide) (except USA)""], ""rentals"": [""$2,594,000 (USA)""], ""copyright holder"": [""Copyright MCMXXXII in U.S.A. by Metro-Goldwyn-Mayer (on print); \u00a9 Metro-Goldwyn-Mayer Distributing Corporation; 5 May 1932; LP3013 (in copyright registry)""], ""charts & trends"": [""Box Office"", ""Oscar Winners"", ""Most Popular by Genre""], ""photos"": [""Latest Stills"", ""Latest Posters"", ""Photos We Love""], ""get discovered"": [""Enhance your IMDb Page"", ""Go to IMDbPro""], ""filming dates"": [""December 1931 - 18 February 1932""], ""celebs"": [""Born Today"", ""Celebrity News"", ""Most Popular Celebs""], ""activity"": [""Your Activity"", ""Your Lists"", ""Your Ratings"", ""Recently Viewed""], ""get informed"": [""Industry information at your fingertips""], ""budget"": [""$700,000 (estimated)""], ""community"": [""Message Boards"", ""Contributor Zone"", ""Polls""], ""movies"": [""In Theaters"", ""Showtimes & Tickets"", ""Latest Trailers"", ""Coming Soon"", ""Release Calendar"", ""Top Rated Movies"", ""Most Popular Movies""], ""get connected"": [""Over 200,000 Hollywood insiders""], ""production dates"": [""1932 -  1932""], ""tv & video"": [""TV Picks"", ""On Tonight"", ""Top Rated TV Shows"", ""Most Popular TV Shows"", ""Watch Now on Amazon"", ""DVD & Blu-Ray""], ""news"": [""Top News"", ""Movie News"", ""TV News"", ""Celebrity News"", ""Indie News""], ""special features"": [""X-Ray for Movies & TV"", ""IMDb Picks"", ""Best of 2015"", ""Scary Good"", ""Amazon Studios""], ""events"": [""Awards Central"", ""Sundance"", ""Cannes"", ""Comic-Con"", ""Emmy Awards"", ""Venice Film Festival"", ""Toronto Film Festival"", ""Festival Central"", ""Tribeca"", ""All Events""], ""latest headlines"": [""\u2018Suicide Squad\u2019 On Edge Of $200M Int\u2019l As It Pushes To $370.6M Global"", ""13 hours ago"", ""Thomas Gibson Exits \u2018Criminal Minds\u2019 After On-Set Altercation"", ""17 hours ago"", ""Box Office: \u2018Sausage Party\u2019 Feasts on $3.3 Million on Thursday Night"", ""20 hours ago""]}",,7.6,152,80,121,252,594,1339,3094,3605,1635,2062,"(8071, 7.5)","(2499, 7.8)","(24, 8.2)","(15, 7.7)","(9, 9.4)","(2431, 7.5)","(1766, 7.5)","(653, 7.6)","(4173, 7.4)","(3286, 7.4)","(844, 7.5)","(3844, 7.9)","(2872, 7.8)","(936, 8.3)","(3, 8.3)","(434, 7.1)","(5103, 7.8)","(4866, 7.4)",,"(""Greta Garbo"":""female"")","(""John Barrymore"":""male"")","(""Joan Crawford"":""female"")","(""Wallace Beery"":""male"")"
19,19,Arrowsmith,0,1932,"""Arrowsmith""","[""Drama""]",1931,"[""USA""]",,"{""copyright holder"": [""Copyright MCMXXXI by Samuel Goldwyn (on print); \u00a9 Samuel Goldwyn; 16 January 1932; LP2812 (in copyright registry)""], ""charts & trends"": [""Box Office"", ""Oscar Winners"", ""Most Popular by Genre""], ""photos"": [""Latest Stills"", ""Latest Posters"", ""Photos We Love""], ""get discovered"": [""Enhance your IMDb Page"", ""Go to IMDbPro""], ""celebs"": [""Born Today"", ""Celebrity News"", ""Most Popular Celebs""], ""activity"": [""Your Activity"", ""Your Lists"", ""Your Ratings"", ""Recently Viewed""], ""get informed"": [""Industry information at your fingertips""], ""community"": [""Message Boards"", ""Contributor Zone"", ""Polls""], ""movies"": [""In Theaters"", ""Showtimes & Tickets"", ""Latest Trailers"", ""Coming Soon"", ""Release Calendar"", ""Top Rated Movies"", ""Most Popular Movies""], ""get connected"": [""Over 200,000 Hollywood insiders""], ""production dates"": [""September 1931""], ""tv & video"": [""TV Picks"", ""On Tonight"", ""Top Rated TV Shows"", ""Most Popular TV Shows"", ""Watch Now on Amazon"", ""DVD & Blu-Ray""], ""news"": [""Top News"", ""Movie News"", ""TV News"", ""Celebrity News"", ""Indie News""], ""special features"": [""X-Ray for Movies & TV"", ""IMDb Picks"", ""Best of 2015"", ""Scary Good"", ""Amazon Studios""], ""events"": [""Awards Central"", ""Sundance"", ""Cannes"", ""Comic-Con"", ""Emmy Awards"", ""Venice Film Festival"", ""Toronto Film Festival"", ""Festival Central"", ""Tribeca"", ""All Events""], ""latest headlines"": [""\u2018Suicide Squad\u2019 On Edge Of $200M Int\u2019l As It Pushes To $370.6M Global"", ""13 hours ago"", ""Thomas Gibson Exits \u2018Criminal Minds\u2019 After On-Set Altercation"", ""17 hours ago"", ""Box Office: \u2018Sausage Party\u2019 Feasts on $3.3 Million on Thursday Night"", ""20 hours ago""]}",,6.2,10,13,29,72,176,291,239,101,43,41,"(701, 6.2)","(137, 6.1)",,,,"(97, 6.3)","(73, 6.4)","(24, 6.0)","(280, 5.9)","(235, 6.0)","(44, 5.8)","(451, 6.3)","(381, 6.3)","(68, 6.3)",,"(152, 6.1)","(484, 6.2)","(328, 6.1)",,"(""Ronald Colman"":""male"")","(""Helen Hayes"":""female"")","(""Richard Bennett"":""male"")","(""A.E. Anson"":""male"")"
